state_code,latitude,longitude,zip_code,id,city,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds_x,funding_total_usd,milestones,state_code.1,is_ca,is_ny,is_ma,is_tx,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_vc,has_angel,has_rounda,has_roundb,has_roundc,has_roundd,avg_participants,is_top500,status,funding_per_milestone,success_label
0,1970,-122.1624131,94025,c:3949,Menlo Park,Zong,1,2000,0,2005,2010,4.6274,9.4493,10.1342,10.6493,1970,3,27500000,3,0,1,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:3949,0,0,1,1,0,0,1.0,1,0,6875000.0,0
0,1970,-122.185098,94025,c:4829,Menlo Park,Center'd,0,2006,2011,2007,2011,1.0849,5.3370000000000015,-0.6164,4.6082,1970,5,10400000,2,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:4829,1,1,1,0,0,0,1.75,1,0,3466666.6666666665,0
0,1970,-85.72451099999998,40204,c:30290,Louisville,Resonant Vibes,0,2004,2012,2008,2008,4.9041,4.9041,0.0,0.0,1970,1,350000,0,0,0,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:30290,1,0,0,0,0,0,1.0,0,0,350000.0,0
0,1970,-73.98666800000002,11201,c:1491,Brooklyn,drop.io,1,2007,0,2007,2010,0.0192,2.4356,0.7945,4.3781,1970,3,9950000,3,0,0,1,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:1491,0,0,1,1,1,0,2.3333,1,0,2487500.0,0
0,1970,-104.9911572,80202,c:15645,Denver,Stratavia,1,2001,0,2005,2009,4.6658,8.9973,8.8384,8.8384,1970,5,10700000,1,0,0,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:15645,0,0,1,1,0,0,2.5,1,0,5350000.0,0
0,1970,-77.265158,22182,c:54177,Vienna,Invicta Networks,0,1999,2010,2005,2005,6.6082,6.6082,0.0,0.0,1970,1,200000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:54177,1,0,0,0,0,0,1.0,0,0,200000.0,0
0,1970,-122.105531,94022,c:16770,Los Altos,QSecure,0,2003,2012,2005,2009,2.5863,6.7644,5.5014,5.5014,1970,5,49000000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:16770,1,0,1,1,1,1,3.5,1,0,24500000.0,0
0,1970,-122.341715,94010,c:107,Burlingame,MeeVee,1,2000,0,2005,2007,4.5918,7.1726,-0.4986,12.6795,1970,4,25000000,3,0,1,0,0,0,1970,0,0,0,0,0,0,1,0,0,0,1970,c:107,0,0,1,1,1,1,3.5,1,0,6250000.0,0
0,1970,-73.986614,10004,c:50727,New York,SinglePlatform,1,2010,0,2010,2011,0.7425,1.5808,1.2849,3.0027,1970,3,4575000,3,0,0,1,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:50727,0,1,1,0,0,0,5.0,1,0,1143750.0,0
0,1970,-122.16054,94301,c:26368,Palo Alto,Bling Nation,0,2007,2011,2009,2009,2.5014,2.8301,3.0877,3.4932,1970,2,28000000,3,0,1,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:26368,0,0,1,1,0,0,1.0,1,0,7000000.0,0
0,1970,-97.80012990000002,78735,c:22291,Austin,Metreos Corporation,1,2001,0,2003,2004,2.2137,3.7863,4.0877,9.4986,1970,2,4355000,3,0,0,0,0,1,1970,0,1,0,0,0,0,0,0,0,0,1970,c:22291,0,1,1,0,0,0,1.5,0,0,1088750.0,0
0,1970,-122.2848651,98122,c:17857,Seattle,Hidden City Games,0,2004,2011,2007,2007,3.8329,3.8329,3.7507,3.7507,1970,1,15000000,1,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:17857,0,0,0,1,0,0,2.0,1,0,7500000.0,0
0,1970,-122.141082,94306,c:15888,Palo Alto,Neopolitan Networks,0,2002,2008,2007,2007,5.4904,5.4904,0.0,0.0,1970,1,3170000,1,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:15888,0,0,1,0,0,0,2.0,0,0,1585000.0,0
0,1970,-122.401024,94103,c:10751,San Francisco,Pixelpipe,0,2008,2013,2007,2011,-1.0,3.3151,3.6959,5.662999999999999,1970,2,2300000,3,0,1,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:10751,0,1,1,0,0,0,2.0,0,0,575000.0,0
0,1970,-105.276843,80302,c:458,Boulder,EventVue,0,2007,2010,2007,2007,0.2521,0.337,0.0,0.0,1970,2,455000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:458,0,1,1,0,0,0,4.5,1,0,455000.0,0
0,1970,-87.624421,60601,c:45525,Chicago,BridgePort Networks,1,2002,0,2006,2006,4.8411,4.8411,1.0,1.0,1970,1,13000000,1,0,0,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:45525,0,0,0,0,1,0,4.0,1,0,6500000.0,0
0,1970,-122.1085482,94303,c:3193,Palo Alto,Scalent Systems,1,2003,0,2007,2007,4.0603,4.0603,3.0027,3.0027,1970,1,15000000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:3193,0,0,0,0,1,0,4.0,1,0,7500000.0,0
0,1970,-122.268136,94704,c:28456,Berkeley,IQ Engines,1,2008,0,2012,2012,4.0685,4.0685,3.4192,5.2301,1970,1,3800000,3,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:28456,0,0,0,1,0,0,2.0,1,0,950000.0,0
0,1970,-97.7435857,78701,c:36920,Austin,"RetailMeNot, Inc.",1,2007,0,2009,2011,2.5068,4.5315,4.9315,5.6767,1970,5,299500000,2,0,0,0,0,1,1970,0,0,1,0,0,0,0,0,0,0,1970,c:36920,1,0,1,0,1,0,1.75,1,0,99833333.33333333,0
0,1970,-117.852069,92705,c:35712,Santa Ana,Mophie,1,2005,0,2006,2006,1.189,1.189,2.189,7.7753,1970,1,1000000,3,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:35712,1,0,0,0,0,0,2.0,1,0,250000.0,0
0,1970,-122.045217,94035,c:21492,Moffett Field,Airship Ventures,0,2007,2012,2008,2009,1.3534,2.1644,4.5178,4.5178,1970,2,10500000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:21492,0,0,1,1,0,0,2.0,1,0,5250000.0,0
0,1970,-122.330062,98119,c:28768,Seattle,Lockdown Networks,1,2001,0,2005,2006,4.1534,5.1671,3.0,3.0,1970,2,8600000,1,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:28768,1,0,0,1,0,0,1.5,1,0,4300000.0,0
0,1970,-78.904075,27701,c:27741,Durham,eMinor,0,2006,2012,2006,2008,-0.1671,2.0192,0.0,0.0,1970,2,5000000,0,0,0,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:27741,0,0,1,1,0,0,2.5,1,0,5000000.0,0
0,1970,-122.419236,94105,c:150658,San Francisco,Karma,1,2011,0,2011,2011,0.0,0.8685,0.4137,2.1671,1970,2,2304999,2,0,1,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:150658,1,0,0,0,0,0,5.0,1,0,768333.0,0
0,1970,-79.990086,15219,c:34338,Pittsburgh,Zipano,0,2009,2012,2009,2009,0.0822,0.0822,0.0,0.0,1970,1,25000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:34338,0,1,0,0,0,0,1.0,0,0,25000.0,0
0,1970,-73.997259,10011,c:45111,New York,Entertainment Media Works,0,2004,2008,2007,2007,2.6575,2.6575,0.0,0.0,1970,1,4000000,1,0,0,1,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:45111,0,0,0,1,0,0,1.0,1,0,2000000.0,0
0,1970,-122.391843,94111,c:3178,San Francisco,Elastra,0,2007,2011,2007,2008,0.6192,1.5945,1.0,4.3315,1970,2,14600000,3,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:3178,0,0,1,1,0,0,2.0,1,0,3650000.0,0
0,1970,-121.940842,95134,c:35402,San Jose,RPO,0,2005,2013,2006,2010,1.063,5.7014,0.0,0.0,1970,3,44000000,0,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:35402,0,0,0,1,1,0,4.5,1,0,44000000.0,0
0,1970,-122.3948712,94107,c:22856,San Francisco,Fotomoto,1,2008,0,2008,2011,0.1671,2.6493,0.6082,4.7507,1970,3,1822922,3,0,1,0,0,0,1970,0,0,0,0,0,0,0,1,0,0,1970,c:22856,0,1,1,0,0,0,2.3333,1,0,455730.5,0
0,1970,-73.980246,10010,c:1224,New York,Peer39,1,2006,0,2006,2012,0.0,5.9041,3.8411,7.1370000000000005,1970,7,29915001,5,0,0,1,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:1224,1,1,1,1,1,0,2.75,1,0,4985833.5,0
0,1970,-84.392198,30303,c:1234,Atlanta,Vitrue,1,2006,0,2006,2011,0.0,4.8027,3.7205,7.6164,1970,4,33000000,5,0,0,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:1234,0,0,1,1,1,0,3.0,1,0,5500000.0,0
0,1970,-71.454789,3101,c:149809,Manchester,Trendslide,1,2011,0,2011,2012,0.0,0.5836,0.5836,0.5945,1970,2,125000,2,0,0,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:149809,0,1,0,0,0,0,1.0,0,0,41666.666666666664,0
0,1970,-105.275027,94025,c:13733,Menlo Park,PublicEarth,0,2008,2011,2008,2010,0.1041,2.3863,2.3315,2.7918,1970,2,4000000,2,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:13733,1,0,1,0,0,0,1.0,1,0,1333333.3333333333,0
0,1970,-122.327028,98102,c:39106,Seattle,Azaleos,1,2004,0,2007,2007,3.4904,3.4904,5.6603,8.3425,1970,1,10000000,3,0,0,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:39106,0,0,0,0,1,0,2.0,1,0,2500000.0,0
0,1970,-122.0323525,94089,c:5306,Sunnyvale,Efficient Frontier,1,2002,0,2006,2006,4.6658,4.6658,8.7425,10.2247,1970,1,6000000,4,0,1,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:5306,0,0,0,0,1,0,3.0,1,0,1200000.0,0
0,1970,-122.03635,94085,c:16303,Sunnyvale,NetDevices,1,2003,0,2005,2005,2.6247,2.6247,0.0,0.0,1970,1,25000000,0,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:16303,0,0,0,1,0,0,5.0,1,0,25000000.0,0
0,1970,-73.986614,100011,c:43188,New York,Go Try It On,1,2009,0,2010,2012,0.926,2.9534,0.8329,2.7425,1970,3,3750000,3,0,0,1,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:43188,0,1,1,0,0,0,2.0,1,0,937500.0,0
0,1970,-71.105616,2139,c:33507,Cambridge,Performable,1,2009,0,2010,2010,0.2466,0.2466,1.1178,1.663,1970,1,3000000,2,0,0,0,1,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:33507,0,0,1,0,0,0,1.0,1,0,1000000.0,0
0,1970,-122.419236,94607,c:68157,San Francisco,Appstores.com,1,2010,0,2010,2011,0.189,1.189,1.3562,1.6575,1970,2,1155000,2,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:68157,0,1,0,0,0,0,9.5,1,0,385000.0,0
0,1970,-122.284114,94404,c:2395,San Mateo,Fortify Software,1,2002,0,2005,2005,3.2082,3.2082,5.2548,7.8822,1970,1,10000000,2,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:2395,0,0,0,0,0,1,2.0,1,0,3333333.3333333335,0
0,1970,-122.391032,94080,c:38220,South San Francisco,iCurrent,1,2006,0,2008,2008,2.5836,2.5836,2.0,2.0,1970,1,3000000,1,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:38220,0,0,1,0,0,0,1.0,1,0,1500000.0,0
0,1970,-71.058291,2210,c:49815,Boston,AisleBuyer,1,2009,0,2010,2011,1.8932,2.4466,2.0,3.2767,1970,2,11500000,3,0,0,0,1,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:49815,0,0,0,0,0,0,1.0,1,0,2875000.0,0
0,1970,-97.75501,78731,c:249,Austin,Indeed,1,2004,0,2005,2005,0.7479,0.7479,4.0493,8.3233,1970,1,5000000,5,0,0,0,0,1,1970,0,0,1,0,0,0,0,0,0,0,1970,c:249,0,0,1,0,0,0,3.0,1,0,833333.3333333334,0
0,1970,-71.2358,2451,c:22027,Waltham,Colubris Networks,1,2000,0,2005,2006,5.1863,6.8137,7.3342,7.3342,1970,2,29000000,1,0,0,0,1,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:22027,1,0,0,0,0,1,5.0,1,0,14500000.0,0
0,1970,-122.4038047,94103,c:109,San Francisco,Mashery,1,2006,0,2007,2012,0.6712,6.2329,4.0493,7.5973,1970,6,34700000,4,0,1,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:109,1,1,1,1,1,1,5.0,1,0,6940000.0,0
0,1970,-122.158332,94301,c:43948,Palo Alto,Transparency Software,0,2004,2009,2005,2007,1.1863,3.4986,0.0,0.0,1970,2,12050000,0,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:43948,1,0,1,0,0,0,2.0,1,0,12050000.0,0
0,1970,-122.161929,95128,c:765,Palo Alto,Viewdle,1,2006,0,2008,2010,2.1644,4.7616,4.0027,6.7534,1970,3,12000000,2,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:765,1,0,1,1,0,0,2.0,1,0,4000000.0,0
0,1970,-117.7306817,92656,c:19257,Aliso Viejo,Enclarity,1,2005,0,2009,2009,4.1041,4.1041,1.9151,1.9151,1970,1,5500000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,1,1970,c:19257,0,0,0,0,1,0,2.0,1,0,2750000.0,0
0,1970,-122.052551,94089,c:25827,Sunnyvale,Virsto Software,1,2007,0,2009,2011,1.989,4.1534,2.8986,5.2575,1970,3,24000000,4,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:25827,0,0,1,1,0,0,3.3333,1,0,4800000.0,0
0,1970,-94.581908,64106,c:5932,Kansas City,Handmark,1,2000,0,2005,2006,5.2027,6.189,7.5068,12.8932,1970,2,10000000,2,0,0,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:5932,0,0,1,1,0,0,4.5,1,0,3333333.3333333335,0
0,1970,-71.17366700000002,1887,c:35157,Wilmington,Viacor,0,1999,2011,2002,2010,2.7836,10.9507,-1.9151,-1.9151,1970,3,19009671,1,0,0,0,1,0,1970,0,0,0,0,0,0,0,0,1,0,1970,c:35157,0,0,0,1,0,0,2.0,1,0,9504835.5,0
0,1970,-122.404448,94111,c:8596,San Francisco,Carbonetworks,0,2005,2011,2008,2008,3.4986,3.4986,3.0,3.0,1970,1,5000000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:8596,0,0,1,0,0,0,1.0,1,0,2500000.0,0
0,1970,-122.191667,98033-6314,c:19861,Kirkland,SchemaLogic,1,2001,0,2005,2010,4.0466,9.3041,6.0027,6.0027,1970,5,18914576,1,0,0,0,0,0,1970,0,0,0,0,1,0,0,0,0,0,1970,c:19861,1,0,0,0,1,0,3.0,1,0,9457288.0,0
0,1970,-82.456397,33609,c:45114,Tampa,Skyway Software,0,2001,2012,2007,2007,6.3726,6.3726,0.0,0.0,1970,1,4000000,0,0,0,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:45114,1,0,0,0,0,0,3.0,0,0,4000000.0,0
0,1970,-71.058291,02111-1720,c:23533,Boston,CardStar,1,2008,0,2010,2011,1.3259999999999998,2.7836,1.6740000000000002,3.1342,1970,3,2030882,2,0,0,0,1,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:23533,0,0,1,0,0,0,3.0,1,0,676960.6666666666,0
0,1970,-122.3086191,94501,c:25325,Alameda,Makani Power,1,2006,0,2008,2008,2.6438,2.6438,0.0,7.3918,1970,1,5000000,2,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:25325,0,0,0,1,0,0,1.0,1,0,1666666.6666666667,0
0,1970,-122.184304,98011,c:8351,Bothell,Myrio,0,1999,2012,2001,2001,1.0877,1.0877,0.0,0.0,1970,1,20500000,0,0,0,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:8351,1,0,0,0,0,0,4.0,1,0,20500000.0,0
0,1970,-73.986614,80302,c:10392,Boulder,Intela,1,2006,0,2010,2012,3.9616,6.5205,4.5781,7.6877,1970,2,13250000,4,0,0,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:10392,1,0,0,0,0,0,2.0,0,0,2650000.0,0
0,1970,-122.307887,94403-1855,c:26128,San Mateo,Sana Security,1,2000,0,2007,2007,7.2548,7.2548,7.0055,7.0055,1970,1,12000000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:26128,0,0,0,0,0,0,2.0,1,0,6000000.0,0
0,1970,-122.40094,94104,c:2808,San Francisco,Sportgenic,1,2005,0,2007,2008,1.3342,3.0247,3.0219,3.337,1970,3,11489687,2,0,1,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:2808,0,1,1,1,0,0,3.3333,1,0,3829895.6666666665,0
0,1970,-122.3999719,94105,c:10581,San Francisco,Lolapps,1,2008,0,2008,2008,0.6795,0.6795,2.9178,4.2274,1970,1,4000000,3,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:10581,0,0,1,0,0,0,3.0,1,0,1000000.0,0
0,1970,-122.0326019,94087,c:190214,Sunnyvale,Behavio,1,2012,0,2012,2012,-0.0301,-0.0301,0.1369999999999999,0.1369999999999999,1970,1,355000,1,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:190214,0,1,0,0,0,0,1.0,0,0,177500.0,0
0,1970,-82.400087,33626,c:1674,Tampa,Infinity Box,1,2006,0,2006,2006,0.0,0.2466,2.4164,5.3151,1970,2,118000,3,0,0,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:1674,0,1,0,0,0,0,1.5,1,0,29500.0,0
0,1970,-122.40184,94103,c:170,San Francisco,adBrite,1,2003,2001,2004,2012,1.6685,9.337,7.3808,10.474,1970,4,40400000,3,0,1,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:170,0,0,1,1,1,1,1.6667,1,0,10100000.0,0
0,1970,-96.8215658,75001,c:27740,Dallas,Texert,0,2007,2008,2008,2008,1.8055,1.8055,0.0,0.0,1970,1,3000000,0,0,0,0,0,1,1970,0,1,0,0,0,0,0,0,0,0,1970,c:27740,0,0,1,0,0,0,1.0,1,0,3000000.0,0
0,1970,-121.988572,94538,c:46186,Fremont,Mendocino Software,0,2003,2008,2005,2007,2.6986,4.0027,1.0,1.0,1970,2,19700000,1,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:46186,1,0,0,1,0,0,4.0,1,0,9850000.0,0
0,1970,-121.990433,95051,c:43162,Santa Clara,QuikCycle,0,1998,2011,2007,2007,9.1671,9.1973,0.0,0.0,1970,2,17800000,0,0,1,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:43162,1,0,0,0,0,0,1.0,1,0,17800000.0,0
0,1970,-122.419236,94107,c:43233,San Francisco,Instagram,1,2010,0,2010,2012,0.011,2.0986,3.0904,3.7836,1970,3,57500000,3,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:43233,0,1,1,1,0,0,4.0,1,0,14375000.0,0
0,1970,-73.822331,10004,c:1498,New York,Motionbox,1,2006,0,2006,2009,0.6658,3.0384,2.0,5.0548,1970,3,17200000,5,0,0,1,0,0,1970,0,0,0,0,0,0,1,0,0,0,1970,c:1498,0,0,1,1,1,0,2.6667,1,0,2866666.6666666665,0
0,1970,-71.105616,2138,c:31514,Cambridge,AccelGolf,0,2008,2013,2008,2009,-0.5836,1.3425,0.0,1.5479,1970,7,457282,2,0,0,0,1,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:31514,1,1,0,0,0,0,1.0,1,0,152427.33333333334,0
0,1970,-122.419236,94105,c:58944,San Francisco,MoPub,1,2010,0,2010,2012,-0.0219,2.0329,2.3151,3.1644,1970,4,18500000,3,0,1,0,0,0,1970,0,0,0,1,0,0,0,0,0,0,1970,c:58944,0,1,1,1,0,0,2.25,1,0,4625000.0,0
0,1970,-74.659296,8540,c:40197,Princeton,DNP Green Technology,0,2008,2012,2010,2010,2.0466,2.0466,0.0,0.0,1970,1,12000000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:40197,0,0,1,0,0,0,6.0,1,0,12000000.0,0
0,1970,-105.07498,80538,c:51023,Loveland,Abound Solar,0,2007,2012,2010,2010,3.5123,3.9562,3.9534,4.8356,1970,2,510000000,3,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:51023,1,0,0,0,0,0,2.5,1,0,127500000.0,0
0,1970,-122.090769,94043,c:13168,Mountain View,Trovix,1,2002,0,2005,2006,3.9342,4.6822,4.0027,4.0027,1970,2,18250000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:13168,0,0,1,1,0,0,2.5,1,0,9125000.0,0
0,1970,-73.997395,10012,c:649,New York,Thumbplay,1,2004,0,2006,2010,2.1616,5.6384,3.8329,7.6932,1970,4,41500019,5,0,0,1,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:649,0,0,0,0,1,0,4.0,1,0,6916669.833333333,0
0,1970,-77.885552,25430,c:52694,Kearneysville,Plethora Technology,0,2000,2009,2005,2005,5.4411,5.4411,0.0,0.0,1970,1,1000000,0,0,0,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:52694,0,0,1,0,0,0,3.0,0,0,1000000.0,0
0,1970,-118.468204,90025,c:3080,Los Angeles,DailyStrength,1,2006,0,2007,2007,1.1288,1.1288,1.0,2.6767,1970,1,5000000,2,0,1,0,0,0,1970,0,0,1,0,0,0,0,0,0,0,1970,c:3080,0,0,1,0,0,0,1.0,1,0,1666666.6666666667,0
0,1970,-83.44458900000002,48187,c:28424,Canton,Danotek Motion Technologies,0,2001,2013,2008,2011,7.8877,10.6658,0.4137,0.4137,1970,3,42700000,1,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:28424,1,0,0,1,0,0,3.6667,1,0,21350000.0,0
0,1970,-122.072353,94041,c:280611,Mountain View,Yub,0,2013,2005,2013,2013,0.8822,0.8822,0.0,0.0,1970,1,12000000,0,0,1,0,0,0,1970,0,0,0,0,0,0,0,1,0,0,1970,c:280611,1,0,0,0,0,0,9.0,1,0,12000000.0,0
0,1970,-122.19655,98004,c:30537,Bellevue,SNAPin Software,1,2003,0,2005,2006,2.526,3.1041,3.0027,9.126,1970,2,22300000,2,0,0,0,0,0,1970,0,1,0,0,0,0,0,0,0,0,1970,c:30537,0,0,0,1,1,0,4.5,1,0,7433333.333333333,0
0,1970,-121.976473,95054,c:14656,Santa Clara,Azuro,1,2002,0,2006,2009,4.0027,7.8712,0.1616,0.1616,1970,2,10000000,1,0,1,0,0,0,1970,0,0,0,0,0,0,0,0,0,0,1970,c:14656,1,0,0,1,0,0,4.0,1,0,5000000.0,0
0,1970,-95.712891,20007,c:1766,Washington,ARPU,0,2005,2010,2006,2009,1.1671,4.6658,0.0,0.0,1970,3,15564591,0,0,0,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,1970,c:1766,1,0,0,1,1,0,3.5,1,0,15564591.0,0
